source_url,normalized_url,last_crawled,exported_state,current_registry_route,current_indexable
https://www.halatao.cz/cs/pruvodce,https://www.halatao.cz/cs/pruvodce/,2026-06-17,Valid,true,true
https://www.halatao.cz/en/templates,https://www.halatao.cz/en/templates/,2026-06-16,Valid,true,true
https://www.halatao.cz/en/comparisons/rewrite-vs-incremental-app-improvement,https://www.halatao.cz/en/comparisons/rewrite-vs-incremental-app-improvement/,2026-06-16,Valid,true,true
https://www.halatao.cz/en/contract-development-support,https://www.halatao.cz/en/contract-development-support/,2026-06-16,Valid,true,true
https://www.halatao.cz/cs/pruvodce/jak-poznat-ze-projekt-potrebuje-externi-seniorni-kapacitu,https://www.halatao.cz/cs/pruvodce/jak-poznat-ze-projekt-potrebuje-externi-seniorni-kapacitu/,2026-06-16,Valid,true,true
https://www.halatao.cz/cs/priklady/interni-admin-system,https://www.halatao.cz/cs/priklady/interni-admin-system/,2026-06-14,Valid,true,true
https://www.halatao.cz/cs/priklady/operativni-system-pro-servisni-tym,https://www.halatao.cz/cs/priklady/operativni-system-pro-servisni-tym/,2026-06-13,Valid,true,true
https://www.halatao.cz/cs/problemy/chceme-vyuzit-ai-ve-firemnim-procesu,https://www.halatao.cz/cs/problemy/chceme-vyuzit-ai-ve-firemnim-procesu/,2026-06-13,Valid,true,true
https://www.halatao.cz/en/discuss-your-project,https://www.halatao.cz/en/discuss-your-project/,2026-06-11,Valid,true,true
https://www.halatao.cz/cs/popsat-projekt,https://www.halatao.cz/cs/popsat-projekt/,2026-06-11,Valid,true,true
https://www.halatao.cz/cs/technologie/typescript-pro-vetsi-projekty,https://www.halatao.cz/cs/technologie/typescript-pro-vetsi-projekty/,2026-06-11,Valid,true,true
https://www.halatao.cz/cs/technologie,https://www.halatao.cz/cs/technologie/,2026-06-10,Valid,true,true
https://www.halatao.cz/cs/srovnani/rewrite-vs-postupny-rozvoj-aplikace,https://www.halatao.cz/cs/srovnani/rewrite-vs-postupny-rozvoj-aplikace/,2026-06-08,Valid,true,true
https://www.halatao.cz/cs/pruvodce/jak-poznat-ze-aplikace-opravdu-potrebuje-rewrite,https://www.halatao.cz/cs/pruvodce/jak-poznat-ze-aplikace-opravdu-potrebuje-rewrite/,2026-06-06,Valid,true,true
https://www.halatao.cz/cs/srovnani/interni-system-vs-excel-a-email,https://www.halatao.cz/cs/srovnani/interni-system-vs-excel-a-email/,2026-06-03,Valid,true,true
https://www.halatao.cz/en/problems/we-need-to-modernize-a-legacy-business-app,https://www.halatao.cz/en/problems/we-need-to-modernize-a-legacy-business-app/,2026-06-03,Valid,true,true
https://www.halatao.cz/cs/problemy/poptavky-nabidky-a-realizace-v-excelu-a-emailu,https://www.halatao.cz/cs/problemy/poptavky-nabidky-a-realizace-v-excelu-a-emailu/,2026-05-31,Valid,true,true
https://www.halatao.cz/cs/technologie/nextjs-pro-byznys-aplikace,https://www.halatao.cz/cs/technologie/nextjs-pro-byznys-aplikace/,2026-05-31,Valid,true,true
https://www.halatao.cz/cs/pruvodce/jak-pripravit-discovery-pro-automatizaci-a-integrace,https://www.halatao.cz/cs/pruvodce/jak-pripravit-discovery-pro-automatizaci-a-integrace/,2026-05-31,Valid,true,true
https://www.halatao.cz/en/use-cases/ai-intake-processing-and-triage,https://www.halatao.cz/en/use-cases/ai-intake-processing-and-triage/,2026-05-31,Valid,true,true
https://www.halatao.cz/en/guides/when-ai-makes-sense-in-a-company,https://www.halatao.cz/en/guides/when-ai-makes-sense-in-a-company/,2026-05-31,Valid,true,true
https://www.halatao.cz/en/problems/want-to-use-ai-in-a-business-process,https://www.halatao.cz/en/problems/want-to-use-ai-in-a-business-process/,2026-05-31,Valid,true,true
https://www.halatao.cz/en/use-cases/request-offer-delivery-workflow,https://www.halatao.cz/en/use-cases/system-for-requests-offers-and-delivery/,2026-05-30,Valid,true,true
https://www.halatao.cz/en/use-cases/reporting-dashboard-development,https://www.halatao.cz/en/use-cases/reporting-dashboard-development/,2026-05-30,Valid,true,true
https://www.halatao.cz/en/use-cases/ai-over-internal-documents,https://www.halatao.cz/en/use-cases/ai-over-internal-documents/,2026-05-30,Valid,true,true
https://www.halatao.cz/en/use-cases/system-for-requests-offers-and-delivery,https://www.halatao.cz/en/use-cases/system-for-requests-offers-and-delivery/,2026-05-30,Valid,true,true
https://www.halatao.cz/en/problems/requests-offers-and-delivery-in-spreadsheets,https://www.halatao.cz/en/problems/requests-offers-and-delivery-in-spreadsheets-and-email/,2026-05-30,Valid,true,true
https://www.halatao.cz/en/services/automations-and-integrations,https://www.halatao.cz/en/services/automations-and-integrations/,2026-05-30,Valid,true,true
https://www.halatao.cz/cs/pruvodce/kdy-dava-smysl-ai-ve-firme,https://www.halatao.cz/cs/pruvodce/kdy-dava-smysl-ai-ve-firme/,2026-05-30,Valid,true,true
https://www.halatao.cz/cs/pruvodce/jak-odhalit-rucni-prepisovani-dat,https://www.halatao.cz/cs/pruvodce/jak-odhalit-rucni-prepisovani-dat/,2026-05-29,Valid,true,true
https://www.halatao.cz/en/guides/how-to-run-an-app-takeover-audit,https://www.halatao.cz/en/guides/how-to-run-an-app-takeover-audit/,2026-05-29,Valid,true,true
https://www.halatao.cz/cs/priklady/partnersky-portal-pro-b2b-firmu,https://www.halatao.cz/cs/priklady/partnersky-portal-pro-b2b-firmu/,2026-05-28,Valid,true,true
https://www.halatao.cz/en/services/request-offer-delivery-system,https://www.halatao.cz/en/services/sales-offers-and-job-tracking-system/,2026-05-27,Valid,true,true
https://www.halatao.cz/en/services/custom-web-application-development,https://www.halatao.cz/en/services/custom-web-application-development/,2026-05-27,Valid,true,true
https://www.halatao.cz/en/guides/how-to-price-an-app-takeover,https://www.halatao.cz/en/guides/how-to-price-an-app-takeover/,2026-05-27,Valid,true,true
https://www.halatao.cz/cs/problemy/potrebujeme-klientsky-portal,https://www.halatao.cz/cs/problemy/potrebujeme-klientsky-portal/,2026-05-27,Valid,true,true
https://www.halatao.cz/en/use-cases/operations-system-for-a-service-team,https://www.halatao.cz/en/use-cases/operations-system-for-a-service-team/,2026-05-27,Valid,true,true
https://www.halatao.cz/cs/lokality/ostrava,https://www.halatao.cz/cs/lokality/ostrava/,2026-05-27,Valid,true,true
https://www.halatao.cz/en/guides/how-to-prepare-discovery-for-automation-and-integrations,https://www.halatao.cz/en/guides/how-to-prepare-discovery-for-automation-and-integrations/,2026-05-27,Valid,true,true
https://www.halatao.cz/en/comparisons/custom-web-app-vs-saas-tool,https://www.halatao.cz/en/comparisons/custom-web-app-vs-saas-tool/,2026-05-27,Valid,true,true
https://www.halatao.cz/en/problems/we-need-to-replace-spreadsheets-in-an-operational-process,https://www.halatao.cz/en/problems/we-need-to-replace-spreadsheets-in-an-operational-process/,2026-05-27,Valid,true,true
https://www.halatao.cz/en/templates/checklist-for-migrating-from-spreadsheets-to-an-internal-tool,https://www.halatao.cz/en/templates/checklist-for-migrating-from-spreadsheets-to-an-internal-tool/,2026-05-26,Valid,true,true
https://www.halatao.cz/en/services/existing-app-takeover,https://www.halatao.cz/en/services/existing-app-takeover/,2026-05-25,Valid,true,true
https://www.halatao.cz/en/technology,https://www.halatao.cz/en/technology/,2026-05-25,Valid,true,true
https://www.halatao.cz/cs/jak-spoluprace-probiha,https://www.halatao.cz/cs/jak-spoluprace-probiha/,2026-05-25,Valid,true,true
https://www.halatao.cz/en/problems/requests-offers-and-delivery-in-spreadsheets-and-email,https://www.halatao.cz/en/problems/requests-offers-and-delivery-in-spreadsheets-and-email/,2026-05-25,Valid,true,true
https://www.halatao.cz/en/comparisons/internal-tool-vs-spreadsheets-and-email,https://www.halatao.cz/en/comparisons/internal-tool-vs-spreadsheets-and-email/,2026-05-25,Valid,true,true
https://www.halatao.cz/cs/pruvodce/kdy-se-vyplati-automatizace-procesu,https://www.halatao.cz/cs/pruvodce/kdy-se-vyplati-automatizace-procesu/,2026-05-25,Valid,true,true
https://www.halatao.cz/en/use-cases/partner-portal-for-b2b-company,https://www.halatao.cz/en/use-cases/partner-portal-for-b2b-company/,2026-05-25,Valid,true,true
https://www.halatao.cz/en/services/ai-automation-and-integrations,https://www.halatao.cz/en/services/ai-automation-and-integrations/,2026-05-24,Valid,true,true
https://www.halatao.cz/en/guides/how-to-take-over-an-existing-app-safely,https://www.halatao.cz/en/guides/how-to-take-over-an-existing-app-safely/,2026-05-24,Valid,true,true
https://www.halatao.cz/cs/priklady/klientsky-portal,https://www.halatao.cz/cs/priklady/klientsky-portal/,2026-05-24,Valid,true,true
https://www.halatao.cz/cs/problemy/potrebujeme-modernizovat-legacy-aplikaci,https://www.halatao.cz/cs/problemy/potrebujeme-modernizovat-legacy-aplikaci/,2026-05-23,Valid,true,true
https://www.halatao.cz/en/comparisons/nextjs-vs-spa-for-business-apps,https://www.halatao.cz/en/comparisons/nextjs-vs-spa-for-business-apps/,2026-05-23,Valid,true,true
https://www.halatao.cz/en/templates/release-process-stabilization-checklist,https://www.halatao.cz/en/templates/release-process-stabilization-checklist/,2026-05-23,Valid,true,true
https://www.halatao.cz/cs/sluzby/system-pro-rizeni-poptavek-a-zakazek,https://www.halatao.cz/cs/sluzby/system-pro-rizeni-poptavek-a-zakazek/,2026-05-23,Valid,true,true
https://www.halatao.cz/en/guides/when-an-internal-tool-is-better-than-saas,https://www.halatao.cz/en/guides/when-an-internal-tool-is-better-than-saas/,2026-05-22,Valid,true,true
https://www.halatao.cz/en/guides/when-process-automation-pays-off,https://www.halatao.cz/en/guides/when-process-automation-pays-off/,2026-05-22,Valid,true,true
https://www.halatao.cz/en/services/sales-offers-and-job-tracking-system,https://www.halatao.cz/en/services/sales-offers-and-job-tracking-system/,2026-05-22,Valid,true,true
https://www.halatao.cz/en/use-cases/b2b-client-portal,https://www.halatao.cz/en/use-cases/b2b-client-portal/,2026-05-22,Valid,true,true
https://www.halatao.cz/en/templates/automation-discovery-checklist,https://www.halatao.cz/en/templates/automation-discovery-checklist/,2026-05-22,Valid,true,true
https://www.halatao.cz/en/guides/how-to-scope-a-custom-web-application,https://www.halatao.cz/en/guides/how-to-scope-a-custom-web-application/,2026-05-22,Valid,true,true
https://www.halatao.cz/en/problems/our-app-is-slow-and-hard-to-maintain,https://www.halatao.cz/en/problems/our-app-is-slow-and-hard-to-maintain/,2026-05-21,Valid,true,true
https://www.halatao.cz/en/templates/internal-tool-scope-worksheet,https://www.halatao.cz/en/templates/internal-tool-scope-worksheet/,2026-05-21,Valid,true,true
https://www.halatao.cz/en/problems/we-need-to-rescue-an-incomplete-project,https://www.halatao.cz/en/problems/we-need-to-rescue-an-incomplete-project/,2026-05-21,Valid,true,true
https://www.halatao.cz/en/problems/we-need-senior-contract-capacity,https://www.halatao.cz/en/problems/we-need-senior-contract-capacity/,2026-05-21,Valid,true,true
https://www.halatao.cz/en/case-studies/internal-tool-for-operations,https://www.halatao.cz/en/case-studies/internal-tool-for-operations/,2026-05-21,Valid,true,true
https://www.halatao.cz/en/guides/how-to-estimate-a-custom-web-app,https://www.halatao.cz/en/guides/how-to-estimate-a-custom-web-app/,2026-05-21,Valid,true,true
https://www.halatao.cz/en/guides/how-to-stabilize-a-slow-business-app,https://www.halatao.cz/en/guides/how-to-stabilize-a-slow-business-app/,2026-05-21,Valid,true,true
https://www.halatao.cz/en/case-studies,https://www.halatao.cz/en/case-studies/,2026-05-21,Valid,true,true
https://www.halatao.cz/en/problems/we-need-an-internal-tool,https://www.halatao.cz/en/problems/we-need-an-internal-tool/,2026-05-21,Valid,true,true
https://www.halatao.cz/en/services/internal-tools-development,https://www.halatao.cz/en/services/internal-tools-development/,2026-05-21,Valid,true,true
https://www.halatao.cz/en/problems/we-need-a-client-portal,https://www.halatao.cz/en/problems/we-need-a-client-portal/,2026-05-21,Valid,true,true
https://www.halatao.cz/cs/priklady/system-pro-poptavky-nabidky-a-realizaci,https://www.halatao.cz/cs/priklady/system-pro-poptavky-nabidky-a-realizaci/,2026-05-21,Valid,true,true
https://www.halatao.cz/en/use-cases/management-dashboard,https://www.halatao.cz/en/use-cases/management-dashboard/,2026-05-20,Valid,true,true
https://www.halatao.cz/en/guides/how-to-know-when-a-project-needs-senior-contract-support,https://www.halatao.cz/en/guides/how-to-know-when-a-project-needs-senior-contract-support/,2026-05-20,Valid,true,true
https://www.halatao.cz/en/templates/api-integration-checklist,https://www.halatao.cz/en/templates/api-integration-checklist/,2026-05-20,Valid,true,true
https://www.halatao.cz/en/comparisons,https://www.halatao.cz/en/comparisons/,2026-05-20,Valid,true,true
https://www.halatao.cz/en/use-cases/internal-approval-system,https://www.halatao.cz/en/use-cases/internal-approval-system/,2026-05-20,Valid,true,true
https://www.halatao.cz/en/case-studies/multi-system-integration,https://www.halatao.cz/en/case-studies/multi-system-integration/,2026-05-20,Valid,true,true
https://www.halatao.cz/en/templates/web-app-project-brief-template,https://www.halatao.cz/en/templates/web-app-project-brief-template/,2026-05-20,Valid,true,true
https://www.halatao.cz/en/technology/api-integrations,https://www.halatao.cz/en/technology/api-integrations/,2026-05-20,Valid,true,true
https://www.halatao.cz/en/use-cases/workflow-automation-tools,https://www.halatao.cz/en/use-cases/workflow-automation-tools/,2026-05-20,Valid,true,true
https://www.halatao.cz/en/problems/we-need-to-take-over-an-existing-app,https://www.halatao.cz/en/problems/we-need-to-take-over-an-existing-app/,2026-05-20,Valid,true,true
https://www.halatao.cz/en/case-studies/existing-app-takeover,https://www.halatao.cz/en/case-studies/existing-app-takeover/,2026-05-19,Valid,true,true
https://www.halatao.cz/en/guides/how-to-plan-an-mvp-web-application,https://www.halatao.cz/en/guides/how-to-plan-an-mvp-web-application/,2026-05-19,Valid,true,true
https://www.halatao.cz/en/guides,https://www.halatao.cz/en/guides/,2026-05-19,Valid,true,true
https://www.halatao.cz/en/guides/when-custom-development-makes-sense,https://www.halatao.cz/en/guides/when-custom-development-makes-sense/,2026-05-19,Valid,true,true
https://www.halatao.cz/cs/pruvodce/jak-zadat-vyvoj-webove-aplikace,https://www.halatao.cz/cs/pruvodce/jak-zadat-vyvoj-webove-aplikace/,2026-05-18,Valid,true,true
https://www.halatao.cz/cs/priklady/ai-nad-internimi-dokumenty,https://www.halatao.cz/cs/priklady/ai-nad-internimi-dokumenty/,2026-05-17,Valid,true,true
https://www.halatao.cz/cs/sluzby/prevzeti-a-rozvoj-existujici-aplikace,https://www.halatao.cz/cs/sluzby/prevzeti-a-rozvoj-existujici-aplikace/,2026-05-14,Valid,true,true
https://www.halatao.cz/en/services,https://www.halatao.cz/en/services/,2026-05-10,Valid,true,true
https://www.halatao.cz/cs/priklady/reporting-dashboard,https://www.halatao.cz/cs/priklady/reporting-dashboard/,2026-05-10,Valid,true,true
https://www.halatao.cz/cs/pripadovky/interni-nastroj-pro-operativu,https://www.halatao.cz/cs/pripadovky/interni-nastroj-pro-operativu/,2026-05-10,Valid,true,true
https://www.halatao.cz/cs/lokality/brno,https://www.halatao.cz/cs/lokality/brno/,2026-05-09,Valid,true,true
https://www.halatao.cz/cs/pripadovky,https://www.halatao.cz/cs/pripadovky/,2026-05-09,Valid,true,true
https://www.halatao.cz/cs/priklady/interni-schvalovaci-system,https://www.halatao.cz/cs/priklady/interni-schvalovaci-system/,2026-05-09,Valid,true,true
https://www.halatao.cz/en/use-cases/client-portal-development,https://www.halatao.cz/en/use-cases/client-portal-development/,2026-05-09,Valid,true,true
https://www.halatao.cz/cs/priklady/b2b-klientsky-portal,https://www.halatao.cz/cs/priklady/b2b-klientsky-portal/,2026-05-09,Valid,true,true
https://www.halatao.cz/en/technology/postgresql-for-internal-tools,https://www.halatao.cz/en/technology/postgresql-for-internal-tools/,2026-05-08,Valid,true,true
https://www.halatao.cz/cs/sluzby/vyvoj-webovych-aplikaci-na-miru,https://www.halatao.cz/cs/sluzby/vyvoj-webovych-aplikaci-na-miru/,2026-05-08,Valid,true,true
https://www.halatao.cz/en/how-project-delivery-works,https://www.halatao.cz/en/how-project-delivery-works/,2026-05-08,Valid,true,true
https://www.halatao.cz/cs/pripadovky/prevzeti-existujici-aplikace,https://www.halatao.cz/cs/pripadovky/prevzeti-existujici-aplikace/,2026-05-08,Valid,true,true
https://www.halatao.cz/en/problems/we-need-system-integrations,https://www.halatao.cz/en/problems/we-need-system-integrations/,2026-05-06,Valid,true,true
https://www.halatao.cz/en/guides/how-to-manage-jobs-without-excel,https://www.halatao.cz/en/guides/how-to-manage-jobs-without-excel/,2026-05-02,Valid,true,true
https://www.halatao.cz/en/guides/how-to-automate-request-processing,https://www.halatao.cz/en/guides/how-to-automate-request-processing/,2026-04-30,Valid,true,true
https://www.halatao.cz/en/guides/management-dashboard-from-multiple-systems,https://www.halatao.cz/en/guides/management-dashboard-from-multiple-systems/,2026-04-30,Valid,true,true
https://www.halatao.cz/cs/pruvodce/jak-automatizovat-zpracovani-poptavek,https://www.halatao.cz/cs/pruvodce/jak-automatizovat-zpracovani-poptavek/,2026-04-30,Valid,true,true
https://www.halatao.cz/cs/priklady/dashboard-pro-management,https://www.halatao.cz/cs/priklady/dashboard-pro-management/,2026-04-30,Valid,true,true
https://www.halatao.cz/cs/priklady/workflow-aplikace-pro-tym,https://www.halatao.cz/cs/priklady/workflow-aplikace-pro-tym/,2026-04-30,Valid,true,true
https://www.halatao.cz/cs/pruvodce/jak-ridit-zakazky-bez-excelu,https://www.halatao.cz/cs/pruvodce/jak-ridit-zakazky-bez-excelu/,2026-04-30,Valid,true,true
https://www.halatao.cz/cs/sluzby/automatizace-a-integrace,https://www.halatao.cz/cs/sluzby/automatizace-a-integrace/,2026-04-30,Valid,true,true
https://www.halatao.cz/cs/sluzby/system-pro-rizeni-poptavek-nabidek-a-realizace,https://www.halatao.cz/cs/sluzby/system-pro-rizeni-poptavek-a-zakazek/,2026-04-30,Valid,true,true
https://www.halatao.cz/cs/priklady,https://www.halatao.cz/cs/priklady/,2026-04-28,Valid,true,true
https://www.halatao.cz/cs/technologie/postgresql-pro-interni-systemy,https://www.halatao.cz/cs/technologie/postgresql-pro-interni-systemy/,2026-04-27,Valid,true,true
https://www.halatao.cz/cs/problemy/potrebujeme-nahradit-excel-ve-firemnim-procesu,https://www.halatao.cz/cs/problemy/potrebujeme-nahradit-excel-ve-firemnim-procesu/,2026-04-08,Valid,true,true
https://www.halatao.cz/en/use-cases/internal-admin-system,https://www.halatao.cz/en/use-cases/internal-admin-system/,2026-04-07,Valid,true,true
https://www.halatao.cz/cs/priklady/workflow-poptavka-nabidka-realizace,https://www.halatao.cz/cs/priklady/system-pro-poptavky-nabidky-a-realizaci/,2026-04-06,Valid,true,true
https://www.halatao.cz/cs/problemy/poptavky-nabidky-a-realizace-v-tabulkach-a-emailu,https://www.halatao.cz/cs/problemy/poptavky-nabidky-a-realizace-v-excelu-a-emailu/,2026-04-06,Valid,true,true
https://www.halatao.cz/cs/priklady/ai-zpracovani-prichozi-agendy,https://www.halatao.cz/cs/priklady/ai-zpracovani-prichozi-agendy/,2026-04-04,Valid,true,true
https://www.halatao.cz/cs/sluzby/ai-automatizace-a-integrace,https://www.halatao.cz/cs/sluzby/ai-automatizace-a-integrace/,2026-04-04,Valid,true,true
https://www.halatao.cz/en/problems,https://www.halatao.cz/en/problems/,2026-04-04,Valid,true,true
https://www.halatao.cz/en/use-cases,https://www.halatao.cz/en/use-cases/,2026-04-04,Valid,true,true
https://www.halatao.cz/cs/problemy/potrebujeme-prevzit-rozpracovanou-aplikaci,https://www.halatao.cz/cs/problemy/potrebujeme-prevzit-rozpracovanou-aplikaci/,2026-03-27,Valid,true,true
https://www.halatao.cz/en/templates/app-takeover-checklist,https://www.halatao.cz/en/templates/app-takeover-checklist/,2026-03-27,Valid,true,true
https://www.halatao.cz/cs/pruvodce/kdy-dava-smysl-vyvoj-na-miru,https://www.halatao.cz/cs/pruvodce/kdy-dava-smysl-vyvoj-na-miru/,2026-03-21,Valid,true,true
https://www.halatao.cz/cs/pruvodce/jak-nacenit-webovou-aplikaci,https://www.halatao.cz/cs/pruvodce/jak-nacenit-webovou-aplikaci/,2026-03-18,Valid,true,true
https://www.halatao.cz/cs/pruvodce/jak-automatizovat-zpracovani-poptavek/,https://www.halatao.cz/cs/pruvodce/jak-automatizovat-zpracovani-poptavek/,2026-07-01,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/en/problems/requests-offers-and-delivery-in-spreadsheets/,https://www.halatao.cz/en/problems/requests-offers-and-delivery-in-spreadsheets-and-email/,2026-07-01,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/pruvodce/jak-pripravit-takeover-audit-aplikace,https://www.halatao.cz/cs/pruvodce/jak-pripravit-takeover-audit-aplikace/,2026-05-26,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/sablony/checklist-migrace-z-excelu-do-interniho-systemu,https://www.halatao.cz/cs/sablony/checklist-migrace-z-excelu-do-interniho-systemu/,2026-05-23,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/pruvodce/jak-nacenit-prevzeti-aplikace,https://www.halatao.cz/cs/pruvodce/jak-nacenit-prevzeti-aplikace/,2026-05-22,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/problemy/chceme-vyvinout-interni-system,https://www.halatao.cz/cs/problemy/chceme-vyvinout-interni-system/,2026-05-21,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/sablony/checklist-stabilizace-release-procesu-aplikace,https://www.halatao.cz/cs/sablony/checklist-stabilizace-release-procesu-aplikace/,2026-05-21,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/sablony/discovery-checklist-pro-automatizace,https://www.halatao.cz/cs/sablony/discovery-checklist-pro-automatizace/,2026-05-21,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/technologie/api-integrace,https://www.halatao.cz/cs/technologie/api-integrace/,2026-05-21,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/pruvodce/jak-stabilizovat-pomalou-aplikaci,https://www.halatao.cz/cs/pruvodce/jak-stabilizovat-pomalou-aplikaci/,2026-05-21,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/sablony,https://www.halatao.cz/cs/sablony/,2026-05-20,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/sablony/checklist-api-integrace,https://www.halatao.cz/cs/sablony/checklist-api-integrace/,2026-05-20,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/problemy/aplikace-je-pomala-a-tezko-se-udrzuje,https://www.halatao.cz/cs/problemy/aplikace-je-pomala-a-tezko-se-udrzuje/,2026-05-20,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/srovnani/nextjs-vs-spa-pro-byznys-aplikace,https://www.halatao.cz/cs/srovnani/nextjs-vs-spa-pro-byznys-aplikace/,2026-05-20,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/problemy/potrebujeme-zachranit-rozdelany-projekt,https://www.halatao.cz/cs/problemy/potrebujeme-zachranit-rozdelany-projekt/,2026-05-20,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/pruvodce/kdy-dava-smysl-interni-system-misto-saas,https://www.halatao.cz/cs/pruvodce/kdy-dava-smysl-interni-system-misto-saas/,2026-05-20,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/sablony/scope-worksheet-pro-interni-system,https://www.halatao.cz/cs/sablony/scope-worksheet-pro-interni-system/,2026-05-19,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/lokality/praha,https://www.halatao.cz/cs/lokality/praha/,2026-05-19,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/srovnani,https://www.halatao.cz/cs/srovnani/,2026-05-19,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/sablony/brief-na-webovou-aplikaci,https://www.halatao.cz/cs/sablony/brief-na-webovou-aplikaci/,2026-05-19,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/problemy/chybi-seniorni-kapacita-do-tymu,https://www.halatao.cz/cs/problemy/chybi-seniorni-kapacita-do-tymu/,2026-05-19,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/srovnani/externi-vyvojar-vs-agentura,https://www.halatao.cz/cs/srovnani/externi-vyvojar-vs-agentura/,2026-05-11,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/pruvodce/jak-naplanovat-mvp-webove-aplikace,https://www.halatao.cz/cs/pruvodce/jak-naplanovat-mvp-webove-aplikace/,2026-05-10,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/en/use-cases/workflow-app-for-teams,https://www.halatao.cz/en/use-cases/workflow-app-for-teams/,2026-05-09,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/sablony/checklist-prevzeti-aplikace,https://www.halatao.cz/cs/sablony/checklist-prevzeti-aplikace/,2026-05-09,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/spoluprace-na-kontrakt,https://www.halatao.cz/cs/spoluprace-na-kontrakt/,2026-05-08,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cs/sluzby,https://www.halatao.cz/cs/sluzby/,2026-04-10,Procházeno – momentálně neindexováno,true,true
https://www.halatao.cz/cz,https://www.halatao.cz/cs/,2026-04-08,Procházeno – momentálně neindexováno,true,true
